 molecular evolution            5
 molecular evolution           82
 molecular evolution           82
 itraj=            1
 pseudo-fermion generation            0
 ham_init            0
 molecular evolution            0
 molecular evolution            0
 molecular evolution            0
 molecular evolution            0
 molecular evolution            0
 molecular evolution            0
 molecular evolution            0
 molecular evolution            0
 ham_fin            0
 itraj=            2
 pseudo-fermion generation            0
 ham_init            0
 molecular evolution            0
 molecular evolution            0
 molecular evolution            0
 molecular evolution            0
 molecular evolution            0
 molecular evolution            0
 molecular evolution            0
 molecular evolution            0
 ham_fin            0
 itraj=            3
 pseudo-fermion generation            0
 ham_init            0
 molecular evolution            0
 molecular evolution            0
 molecular evolution            0
 molecular evolution            0
 molecular evolution            0
 molecular evolution            0
 molecular evolution            0
 molecular evolution            0
 ham_fin            0
 itraj=            4
 pseudo-fermion generation            0
 ham_init            0
 molecular evolution            0
 molecular evolution            0
 molecular evolution            0
 molecular evolution            0
 molecular evolution            0
 molecular evolution            0
 molecular evolution            0
 molecular evolution            0
 ham_fin            0
 itraj=            5
 pseudo-fermion generation            0
 ham_init            0
 molecular evolution            0
 molecular evolution            0
 molecular evolution            0
 molecular evolution            0
 molecular evolution            0
 molecular evolution            0
 molecular evolution            0
 molecular evolution            0
 ham_fin            0
 itraj=            6
 pseudo-fermion generation            0
 ham_init            0
 molecular evolution            0
 molecular evolution            0
 molecular evolution            0
 molecular evolution            0
 molecular evolution            0
 molecular evolution            0
 molecular evolution            0
 molecular evolution            0
 ham_fin            0
 itraj=            7
 pseudo-fermion generation            0
 ham_init            0
 molecular evolution            0
 molecular evolution            0
 molecular evolution            0
 molecular evolution            0
 molecular evolution            0
 molecular evolution            0
 molecular evolution            0
 molecular evolution            0
 ham_fin            0
 itraj=            8
 pseudo-fermion generation            0
 ham_init            0
 molecular evolution            0
 molecular evolution            0
 molecular evolution            0
 molecular evolution            0
 molecular evolution            0
 molecular evolution            0
 molecular evolution            0
 molecular evolution            0
 ham_fin            0
 itraj=            9
 pseudo-fermion generation            0
 ham_init            0
 molecular evolution            0
 molecular evolution            0
 molecular evolution            0
 molecular evolution            0
 molecular evolution            0
 molecular evolution            0
 molecular evolution            0
 molecular evolution            0
 ham_fin            0
 itraj=           10
 pseudo-fermion generation            0
 ham_init            0
 molecular evolution            0
 molecular evolution            0
 molecular evolution            0
 molecular evolution            0
 molecular evolution            0
 molecular evolution            0
 molecular evolution            0
 molecular evolution            0
 ham_fin            0
 itraj=           11
 pseudo-fermion generation            0
 ham_init            0
 molecular evolution            0
 molecular evolution            0
 molecular evolution            0
 molecular evolution            0
 molecular evolution            0
 molecular evolution            0
 molecular evolution            0
 molecular evolution            0
 ham_fin            0
